inventory_id,relative_path,sha256,size_bytes,extension,detected_type,text_or_binary,tracked_status,ignored_status,symlink_target,classification,likely_role,review_level,audit_status,per_file_report,notes
F0264,schemas/reproduction.schema.json,aea350be271c7795406a2dd55096775e9d0b531215e05f43b75a9c6b5bd98281,854,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, type, required, properties.",Complete-content text/source review,Audited — complete,files/F0264__schemas__reproduction.schema.json.md,
F0265,schemas/security-audit.schema.json,d62a14bd5c6d796dd52aee929ccfdf8e1265f825167070c8ffd680321a00b637,821,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, type, required, properties.",Complete-content text/source review,Audited — complete,files/F0265__schemas__security-audit.schema.json.md,
F0266,schemas/symbolic-memory-harness.schema.json,e7ce53b843c172758fc086503e040cd1c60a3836f528b2c8396a7e77ab7c200a,1762,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, required, properties, additionalProperties.",Complete-content text/source review,Audited — complete,files/F0266__schemas__symbolic-memory-harness.schema.json.md,
F0267,schemas/symbolic-memory-report.schema.json,5e17dedb1bedf6581662f4cced118e40b8075957a161daea2abfab778d0298ba,1042,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, additionalProperties, required, properties.",Complete-content text/source review,Audited — complete,files/F0267__schemas__symbolic-memory-report.schema.json.md,1 line(s) exceed 140 characters
F0268,schemas/symbolic-report.schema.json,cc596ec7c42bc74e7810dbf52bf50cba2d17375e9438f0a3fcbb3dae67a88e29,523,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, required, properties, additionalProperties.",Complete-content text/source review,Audited — complete,files/F0268__schemas__symbolic-report.schema.json.md,
F0269,schemas/synthetic-corpus.schema.json,3c05d2c0a766021805afdd306d6a08068af6a24cdb0adb82fb3eca4d0f1d7c7d,2225,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, required, properties, additionalProperties.",Complete-content text/source review,Audited — complete,files/F0269__schemas__synthetic-corpus.schema.json.md,1 line(s) exceed 140 characters
F0270,schemas/target-decisions.schema.json,647192549c5e079a02e597648a0d3d2ade5078866f869b7e0da34324b5976ed6,850,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, additionalProperties, required, properties.",Complete-content text/source review,Audited — complete,files/F0270__schemas__target-decisions.schema.json.md,
F0271,schemas/target-pack.schema.json,867b89f3738ff1310340d078c5ae530f0087277e96cd00106fa1275cd0bcc954,1400,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, type, additionalProperties, required, properties.",Complete-content text/source review,Audited — complete,files/F0271__schemas__target-pack.schema.json.md,1 line(s) exceed 140 characters
F0272,schemas/test-bundle-report.schema.json,482f5b618cd46eb5e815392f2655bb9fe4f3683e1f5122b8f7ab0ea69f8a2820,863,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, required, properties.",Complete-content text/source review,Audited — complete,files/F0272__schemas__test-bundle-report.schema.json.md,1 line(s) exceed 140 characters
F0273,schemas/test-bundle.schema.json,398d162a3ccc9e3bd1e984af67efbfaf12a840f4013b406c0cf8d150f490deab,1451,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, additionalProperties, required, properties.",Complete-content text/source review,Audited — complete,files/F0273__schemas__test-bundle.schema.json.md,
F0274,schemas/type-constraint.schema.json,f98328b457deccc685ea8be764507320d5ff94deddb366e47c5018a678baa59d,1023,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, additionalProperties, required, properties.",Complete-content text/source review,Audited — complete,files/F0274__schemas__type-constraint.schema.json.md,
F0275,schemas/verification.schema.json,a70e3422e6b0bec967695257c7b66d44f17a0cfe3f15d99799eb1c038ccb7fa0,1495,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, required, properties.",Complete-content text/source review,Audited — complete,files/F0275__schemas__verification.schema.json.md,
F0276,schemas/work-task.schema.json,36794b2e24e785918a28d8bd7f5fedd100c090ed64030c71eefa0a8c933b92c9,2144,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, additionalProperties, required, properties.",Complete-content text/source review,Audited — complete,files/F0276__schemas__work-task.schema.json.md,
F0277,schemas/worker-report.schema.json,f4fee8d629c5e963519a4f5ab25c4bb0856592421ee218fe7d047b5ebe089b3c,1073,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, type, required, properties.",Complete-content text/source review,Audited — complete,files/F0277__schemas__worker-report.schema.json.md,
F0278,scripts/audit-docstrings.py,df78f50cc203c38cdfbee2cb41a802169b48b6e40f908a9bc0a4f73100f11394,6082,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,"Build, verification, or automation",Repository python source asset.,Complete-content text/source review,Audited — complete,files/F0278__scripts__audit-docstrings.py.md,"Findings: REL-001,DOC-001"
F0279,scripts/run-pytest-partitions.py,62226bfbb34caa2de44f5b01bc0884de0e3ef40e9be128fd30465b4786d48168,6550,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,"Build, verification, or automation",Repository python source asset.,Complete-content text/source review,Audited — complete,files/F0279__scripts__run-pytest-partitions.py.md,"1 line(s) exceed 140 characters | Findings: DOC-001,TEST-001"
F0280,scripts/source_hashes.py,cca3bc735681faf6af2e9491a2b159365572f5ff505edded0f59c85efd5fbc3f,11290,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,"Build, verification, or automation",Repository python source asset.,Complete-content text/source review,Audited — complete,files/F0280__scripts__source_hashes.py.md,Findings: REL-001
F0281,scripts/sync-release-contracts.py,fa8034096e4c5880ed8bab7649670b308221336a4e614fbbcec4832a6b4469a2,4307,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,"Build, verification, or automation",Repository python source asset.,Complete-content text/source review,Audited — complete,files/F0281__scripts__sync-release-contracts.py.md,Findings: DOC-001
F0282,scripts/validate-contracts.py,03c3745cd14f11cbeffa5bcf5421b8868248d5618049b398308db3db4fadb248,6729,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,"Build, verification, or automation",Repository python source asset.,Complete-content text/source review,Audited — complete,files/F0282__scripts__validate-contracts.py.md,
F0283,scripts/verify-corpus-sync.py,2d6641a25618c40cd374a38c2b9b83f8b8269371f7fe5d9b609615e075038afc,1519,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,"Build, verification, or automation",Repository python source asset.,Complete-content text/source review,Audited — complete,files/F0283__scripts__verify-corpus-sync.py.md,
F0284,scripts/verify-ghidra.sh,254ae110f3a9b12b33ca77c698d7185792c180139fcef31017e400523440e111,2098,.sh,POSIX shell,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,"Build, verification, or automation",Repository posix shell asset.,Complete-content text/source review,Audited — complete,files/F0284__scripts__verify-ghidra.sh.md,
F0285,scripts/verify.sh,324346ded8358e7fe227f69035deefa0365843e3735dbef904a7ce7387b5e853,359,.sh,POSIX shell,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,"Build, verification, or automation",Repository posix shell asset.,Complete-content text/source review,Audited — complete,files/F0285__scripts__verify.sh.md,
F0286,setup.cfg,1c473cbaee8da5fc46e7f0158794af5cea4414c34a3cf3f180c2001f5e38bd3e,38,.cfg,INI/configuration,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Configuration or packaging,Repository ini/configuration asset.,Complete-content text/source review,Audited — complete,files/F0286__setup.cfg.md,Trailing whitespace lines: 2 | Findings: REPO-001
F0287,skills/x86decomp/SKILL.md,f8bff9e63605d3137355dafa5383c3eba7e3aba681bde1ce8d06f19fdf4a4dff,4680,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Documentation,Documentation centered on 'x86decomp evidence engineer'.,Complete-content text/source review,Audited — complete,files/F0287__skills__x86decomp__SKILL.md.md,"6 line(s) exceed 140 characters | 1 marker-word occurrence(s), all context-reviewed"
F0288,src/x86decomp/__init__.py,08fb24b72cf16b71245c88f08254d76da25b0b9581ec070a23ca043ff2372f99,474,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,x86decomp-toolkit public package API.,Complete-content text/source review,Audited — complete,files/F0288__src__x86decomp____init__.py.md,Findings: UX-001
F0289,src/x86decomp/__main__.py,e2e7e903f6057863b3324d6cffe0b7239eec48fa3c4e41f2c436f2b6f5dc7c0f,134,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Module entry point for ``python -m x86decomp``.,Complete-content text/source review,Audited — complete,files/F0289__src__x86decomp____main__.py.md,
F0290,src/x86decomp/abi.py,7c5a0ebff5110f309a0a59f824d4c28a92ab31f61302c98462abd65828ab5c74,10731,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Explicit x86 ABI contracts and bounded static compatibility checks.,Complete-content text/source review,Audited — complete,files/F0290__src__x86decomp__abi.py.md,Findings: DOC-001
F0291,src/x86decomp/analysis_db.py,36a87be9e89f9217321653cc37203b5d434345ebb1167c230c16005a4887bc0f,12482,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,"SQLite-backed global symbol, type, reference, and constraint database.",Complete-content text/source review,Audited — complete,files/F0291__src__x86decomp__analysis_db.py.md,6 line(s) exceed 140 characters | Findings: DOC-001
F0292,src/x86decomp/angr_backend.py,0c57842ff8c6a53993a71cbc11df186797454f0db2ec6ec3bc80139581f8f216,27216,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Optional angr comparative symbolic execution backend for bounded code blobs.,Complete-content text/source review,Audited — complete,files/F0292__src__x86decomp__angr_backend.py.md,4 line(s) exceed 140 characters
F0293,src/x86decomp/artifacts.py,edacfe3d11869e434bdd7cb0ab806a4e7714c1181604eae619d2d0cc9f9f36e8,4870,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Function artifact import and validation.,Complete-content text/source review,Audited — complete,files/F0293__src__x86decomp__artifacts.py.md,Findings: DOC-001
F0294,src/x86decomp/assembly/__init__.py,60dcbf406ebd10f56f155b70ea0657b0d40a2405ef65cf3caa32979fd90ca254,438,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Relocation-aware assembly materialization capabilities.,Complete-content text/source review,Audited — complete,files/F0294__src__x86decomp__assembly____init__.py.md,
F0295,src/x86decomp/assembly/annotation.py,33bef1fe21622853401d9c0627a681991ce9538a72f80a55fa196de9ef71bd2c,4484,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Provide the current runtime implementation for the `x86decomp.assembly.annotation` module.,Complete-content text/source review,Audited — complete,files/F0295__src__x86decomp__assembly__annotation.py.md,Findings: DOC-001
F0296,src/x86decomp/assembly/cli.py,235d6ca5e3b3c571be5bb91daf88f9fe51486cd61d6e49beaf755d39d81a29b6,10573,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Provide the current runtime implementation for the `x86decomp.assembly.cli` module.,Complete-content text/source review,Audited — complete,files/F0296__src__x86decomp__assembly__cli.py.md,Findings: DOC-001
F0297,src/x86decomp/assembly/materialize.py,9bc92a196061639033be25ab08b6f5e5e67159077b45ffca041675d0fcd236ef,23761,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Provide the current runtime implementation for the `x86decomp.assembly.materialize` module.,Complete-content text/source review,Audited — complete,files/F0297__src__x86decomp__assembly__materialize.py.md,Findings: DOC-001
F0298,src/x86decomp/assembly/pipeline.py,694633c9f52dc8593f076f13862b5a27b4fae59c7763a85c6d81421165f2f91b,16536,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Provide the current runtime implementation for the `x86decomp.assembly.pipeline` module.,Complete-content text/source review,Audited — complete,files/F0298__src__x86decomp__assembly__pipeline.py.md,Findings: DOC-001
F0299,src/x86decomp/assembly/relocations.py,ebfa6cd49ad1b8052c13c747bc69f333aed8d88da120064b4f81a95a6da76acb,15689,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Provide the current runtime implementation for the `x86decomp.assembly.relocations` module.,Complete-content text/source review,Audited — complete,files/F0299__src__x86decomp__assembly__relocations.py.md,Findings: DOC-001
F0300,src/x86decomp/assembly/store.py,4b6c3cd2c08fd5283cdf5c2c32c57e884b3aa3fe2c4c062f2ee3c21b044ee2b9,4859,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Provide the current runtime implementation for the `x86decomp.assembly.store` module.,Complete-content text/source review,Audited — complete,files/F0300__src__x86decomp__assembly__store.py.md,Findings: DOC-001
F0301,src/x86decomp/benchmarks.py,9e76928e21935b743ac2360a0551ad7fc7152b2b2c3247651814913898aae8ca,7398,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Ground-truth corpus runner and decomposed benchmark metrics.,Complete-content text/source review,Audited — complete,files/F0301__src__x86decomp__benchmarks.py.md,1 line(s) exceed 140 characters | Findings: DOC-001
F0302,src/x86decomp/binary_reader.py,4c1873a9f6b44affea3f1649910ccb03743eb6e1c237229e338b942af398bfda,3413,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Shared bounded binary-reading primitives for PE and COFF parsers.,Complete-content text/source review,Audited — complete,files/F0302__src__x86decomp__binary_reader.py.md,
F0303,src/x86decomp/canonical.py,8c3ec3a4bc45c53e198249f12b84117c49be63df96160f0c552e82c570e26ef1,11870,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,"Unified canonical CLI surface that merges the governance, reconstruction, native,",Complete-content text/source review,Audited — complete,files/F0303__src__x86decomp__canonical.py.md,Findings: DOC-002
F0304,src/x86decomp/cli.py,12b849e573b008c7a615a679b4f119f714ff037847afb86b4ca442a767ba68ea,55097,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Command-line interface for all toolkit architecture components.,Complete-content text/source review,Audited — complete,files/F0304__src__x86decomp__cli.py.md,"129 line(s) exceed 140 characters | Findings: DOC-001,DOC-002,UX-001"
F0305,src/x86decomp/cli_utils.py,00ff8b3bf95c9d90cd01af5a74889c0104b8152d31587cd0db6319e1887569d4,4000,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Shared command-line JSON parsing and output helpers.,Complete-content text/source review,Audited — complete,files/F0305__src__x86decomp__cli_utils.py.md,
F0306,src/x86decomp/coff.py,5e1480cffb3533a06665c30a9b7483dd7b3d886f9c0ca3f0ea725b54512c7f24,50729,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,"Strict COFF object parsing, COMDAT resolution, and deterministic synthesis.",Complete-content text/source review,Audited — complete,files/F0306__src__x86decomp__coff.py.md,2 line(s) exceed 140 characters | Findings: DOC-001
F0307,src/x86decomp/coff_archive.py,6f6e0159c3daf0dd8288d7284eff16ad341cbb4bea6f9e7e4b6afef656e475d7,16564,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Bounded Microsoft/Unix COFF archive (``.lib``/``.a``) inspection.,Complete-content text/source review,Audited — complete,files/F0307__src__x86decomp__coff_archive.py.md,
F0308,src/x86decomp/compiler.py,308dd1aa876aa7a5dfea0d5760e7065cc73e71fa7a3abd2a991462a6972b06ba,9773,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Deterministic external compiler profile execution and cache keys.,Complete-content text/source review,Audited — complete,files/F0308__src__x86decomp__compiler.py.md,Findings: DOC-001
F0309,src/x86decomp/compiler_lab.py,335a95bb45c4beb4b8c2e49fde9e801c3697ddee6265321fcdd727fab3efe202,5900,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,"Compiler-profile experiment matrix, caching, ranking, and provenance.",Complete-content text/source review,Audited — complete,files/F0309__src__x86decomp__compiler_lab.py.md,1 line(s) exceed 140 characters | Findings: DOC-001
F0310,src/x86decomp/compiler_worker.py,c0ef67cfde5b43c4aea32e1c2021052c6cd673f9a2c7e4cddc39a44fd647aa16,5652,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Isolated compiler-worker facade.,Complete-content text/source review,Audited — complete,files/F0310__src__x86decomp__compiler_worker.py.md,
F0311,src/x86decomp/content_store.py,39e7c21f79772fcccfdd02a46913ce50825b8770ffe1cda5dab743ae820d03e9,15392,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Content-addressed immutable artifact storage.,Complete-content text/source review,Audited — complete,files/F0311__src__x86decomp__content_store.py.md,Findings: DOC-001
F0312,src/x86decomp/contracts.py,81bb46be99c3e0a058133f3d0a690c6375428d34e6c4f15a8932475065feaa00,6454,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Foundational input-contract primitives shared across the toolkit.,Complete-content text/source review,Audited — complete,files/F0312__src__x86decomp__contracts.py.md,
F0313,src/x86decomp/convergence.py,3c147aa3dd24d9f3290b1c275031c0209ac915c877e3291b4d1cef3ef4f9321e,7462,.py,Python source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,First-party source code,Target-specific whole-image convergence analysis.,Complete-content text/source review,Audited — complete,files/F0313__src__x86decomp__convergence.py.md,2 line(s) exceed 140 characters | Findings: DOC-001
F0314,src/x86decomp/corpus/ground_truth_sources/aliasing.c,09a93c1038059384920be8ed617f196950b3b935fa4e7ecdcccd4b38215f222c,105,.c,C source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0314__src__x86decomp__corpus__ground_truth_sources__aliasing.c.md,
F0315,src/x86decomp/corpus/ground_truth_sources/arithmetic.c,1a39b20e36efc0d23c5570152a1db30922527835bfc82ddf4b629980c916326e,105,.c,C source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0315__src__x86decomp__corpus__ground_truth_sources__arithmetic.c.md,
F0316,src/x86decomp/corpus/ground_truth_sources/bitfields.c,44c9a66d27e87a270af05fdb87d82d87512b70fe72600df0bc89f4e091b5a7dd,313,.c,C source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0316__src__x86decomp__corpus__ground_truth_sources__bitfields.c.md,
F0317,src/x86decomp/corpus/ground_truth_sources/branches.c,0dcc84cf6d38aa0a3e90a66bd349f349d504cd2dc0160db16933466c56aa99bb,125,.c,C source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0317__src__x86decomp__corpus__ground_truth_sources__branches.c.md,
F0318,src/x86decomp/corpus/ground_truth_sources/calling_conventions.c,cfb331698f9ccdb113849a7c535a500ee6631a46a716be1d3791e49f9c1e69b3,343,.c,C source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0318__src__x86decomp__corpus__ground_truth_sources__calling_conventions.c.md,
F0319,src/x86decomp/corpus/ground_truth_sources/classes.cpp,d04c86180d9424ea91914dc7b73d93b4b3da432d7a26d8d801ff9d5718701521,274,.cpp,C++ source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0319__src__x86decomp__corpus__ground_truth_sources__classes.cpp.md,
F0320,src/x86decomp/corpus/ground_truth_sources/eh_multiple.cpp,7b3cc0e687132f70957e55dbbaa5c479d6a4864fde0e11cb49df0c600d6f2665,471,.cpp,C++ source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0320__src__x86decomp__corpus__ground_truth_sources__eh_multiple.cpp.md,
F0321,src/x86decomp/corpus/ground_truth_sources/exceptions.cpp,fd15c6bd23f39262a9aa02f94f02210dacab53a2a5d358aae415bba2c329394e,156,.cpp,C++ source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0321__src__x86decomp__corpus__ground_truth_sources__exceptions.cpp.md,
F0322,src/x86decomp/corpus/ground_truth_sources/floating_point.c,ff00c63ae76817932bdd0b4a5b0a0c8bc661e03314889d1eef404e580279bb89,195,.c,C source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0322__src__x86decomp__corpus__ground_truth_sources__floating_point.c.md,
F0323,src/x86decomp/corpus/ground_truth_sources/globals.c,e4fbe6bc2a51161e651a23264f5de4e90d052b2e9efcbcea1c1ff76a748528c4,100,.c,C source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0323__src__x86decomp__corpus__ground_truth_sources__globals.c.md,
F0324,src/x86decomp/corpus/ground_truth_sources/indirect_calls.c,b9b6dc58d6912bf8a54c46868a5a61b321447c9826660dfb29f76f741b21b92e,204,.c,C source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0324__src__x86decomp__corpus__ground_truth_sources__indirect_calls.c.md,
F0325,src/x86decomp/corpus/ground_truth_sources/loops.c,d929c2eb356d9e45d27aa9a9e9929d1ce3fad324d8843d7e53e4dbe7dabe9262,242,.c,C source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0325__src__x86decomp__corpus__ground_truth_sources__loops.c.md,
F0326,src/x86decomp/corpus/ground_truth_sources/member_pointers.cpp,8e84a7254ebeda7ec4db40335350606cf26227868e20be7db4f4382cdd3e9f69,299,.cpp,C++ source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0326__src__x86decomp__corpus__ground_truth_sources__member_pointers.cpp.md,
F0327,src/x86decomp/corpus/ground_truth_sources/multiple_inheritance.cpp,2fc99918de8375a035774b6cff12866defb77d2095bf1a6005b6419c4afc4410,272,.cpp,C++ source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0327__src__x86decomp__corpus__ground_truth_sources__multiple_inheritance.cpp.md,
F0328,src/x86decomp/corpus/ground_truth_sources/static_initializers.cpp,5566d58941846d63fafa6e6047f5f0a70dd19ff484aea58f1eac88cfa1c3156c,143,.cpp,C++ source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0328__src__x86decomp__corpus__ground_truth_sources__static_initializers.cpp.md,
F0329,src/x86decomp/corpus/ground_truth_sources/structs.c,0b29f69d01886989d3d34fb430acb259ca55c604b8b59c968e5d341972102280,124,.c,C source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0329__src__x86decomp__corpus__ground_truth_sources__structs.c.md,
F0330,src/x86decomp/corpus/ground_truth_sources/switch_dense.c,2a696a875c034a89e16a9b28359f6603942c536954321bc7403a9b780d24546f,248,.c,C source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0330__src__x86decomp__corpus__ground_truth_sources__switch_dense.c.md,
F0331,src/x86decomp/corpus/ground_truth_sources/tail_calls.c,874edb70e2470cafdd6bed6a7a05519da95c926d1b0777622d1fba726194ddb3,140,.c,C source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0331__src__x86decomp__corpus__ground_truth_sources__tail_calls.c.md,
F0332,src/x86decomp/corpus/ground_truth_sources/templates.cpp,cd18fc097a4bbbacacff6685edb8c5e6a0dfe7d8e27a68eb0b0febad6508194b,409,.cpp,C++ source,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Fixture or ground-truth corpus,Ground-truth or fixture source used for compiler/linker/reconstruction verification.,Complete-content text/source review,Audited — complete,files/F0332__src__x86decomp__corpus__ground_truth_sources__templates.cpp.md,
